subject,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.4_1,Q2.4_2,Q2.4_3,Q2.5_1,Q2.5_2,Q2.5_3,Q2.6_1,Q2.6_2,Q2.6_3,Q2.7_1,Q2.7_2,Q2.7_3,Q2.8_1,Q2.8_2,Q2.8_3,Q2.9_1,Q2.9_2,Q2.9_3,Q2.10_1,Q2.10_2,Q2.10_3,Q2.11_1,Q2.11_2,Q2.11_3,Q2.12_1,Q2.12_2,Q2.12_3,Q2.13_1,Q2.13_2,Q2.13_3,Q2.14_1,Q2.14_2,Q2.14_3,Q2.15_1,Q2.15_2,Q2.15_3,Q2.16_1,Q2.16_2,Q2.16_3,Q2.17_1,Q2.17_2,Q2.17_3,Q2.18_1,Q2.18_2,Q2.18_3,Q2.19_1,Q2.19_2,Q2.19_3,Q2.20_1,Q2.20_2,Q2.20_3,Q2.21_1,Q2.21_2,Q2.21_3,Q3.1,Q3.2,Q3.3_1,Q3.3_2,Q3.3_3,Q3.4_1,Q3.4_2,Q3.4_3,Q3.5_1,Q3.5_2,Q3.5_3,Q3.6_1,Q3.6_2,Q3.6_3,Q3.7_1,Q3.7_2,Q3.7_3,Q3.8_1,Q3.8_2,Q3.8_3,Q3.9_1,Q3.9_2,Q3.9_3,Q3.10_1,Q3.10_2,Q3.10_3,Q3.11_1,Q3.11_2,Q3.11_3,Q3.12_1,Q3.12_2,Q3.12_3,Q3.13_1,Q3.13_2,Q3.13_3,Q3.14_1,Q3.14_2,Q3.14_3,Q3.15_1,Q3.15_2,Q3.15_3,Q3.16_1,Q3.16_2,Q3.16_3,Q3.17_1,Q3.17_2,Q3.17_3,Q3.18_1,Q3.18_2,Q3.18_3,Q3.19_1,Q3.19_2,Q3.19_3,Q3.20_1,Q3.20_2,Q3.20_3,Q3.21_1,Q3.21_2,Q3.21_3,Q3.22_1,Q3.22_2,Q3.22_3,id
1,6,6,6,6,3,3,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,3,6,6,3,6,6,3,6,6,3,3,6,6,3,6,6,3,6,6,3,6,3,6,6,3,1,AP,6,6,6,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,44783
2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,4,4,4,4,4,4,6,6,6,5,5,5,4,4,4,2,2,2,2,2,2,3,3,3,5,5,5,2,2,2,1,JL,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,5,5,5,6,6,6,6,6,6,5,5,5,2,2,2,3,3,3,3,3,3,6,6,6,5,5,5,3,3,3,2,1,2,2,2,2,3,3,3,5,5,5,2,1,2,43726
3,5,5,6,5,4,4,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,5,6,5,4,5,6,6,6,6,6,6,5,5,6,5,6,6,5,5,6,5,5,5,5,5,5,6,6,6,6,6,6,5,5,6,1,AK,5,5,6,5,5,5,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,6,6,6,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,44733
4,5,3,2,4,3,3,5,4,4,5,4,4,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,4,3,3,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,2,1,1,2,2,1,3,3,2,5,4,4,3,3,2,1,L,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,6,6,6,6,6,6,5,5,5,4,4,4,5,5,5,4,4,4,0,,,,,,3,3,3,,,,1,1,1,2,2,2,4,4,4,3,3,3,44548
5,1,1,1,3,5,3,5,5,5,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,5,5,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,5,5,5,6,6,6,4,3,3,1,AW,4,3,3,5,5,5,5,5,5,2,2,2,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,44053
6,3,3,2,2,1,1,3,2,1,2,3,3,4,3,3,5,4,4,6,6,6,6,6,6,5,5,5,4,3,2,3,2,2,2,2,2,5,5,5,5,5,4,4,3,3,2,1,1,3,2,2,4,4,3,5,5,4,3,3,2,1,RJM,3,3,2,2,2,1,2,1,1,2,2,2,4,4,4,5,5,5,6,6,6,6,6,6,5,4,3,5,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,2,2,2,3,3,3,4,4,4,5,5,5,4,4,3,44564
7,5,2,1,3,2,1,3,1,1,4,2,1,5,3,2,5,2,2,6,6,5,6,6,6,5,5,4,3,2,2,2,1,1,2,1,1,5,4,4,4,3,3,2,1,1,3,2,2,3,2,2,5,4,3,5,4,3,5,3,2,1,AP,6,6,3,4,4,4,4,3,3,3,2,2,6,6,4,6,5,5,6,6,6,6,6,5,4,3,1,3,2,1,4,3,2,5,4,4,5,5,4,5,5,3,4,3,3,4,2,1,4,3,3,5,5,3,6,5,5,5,4,2,44584
8,4,4,4,6,6,5,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,EH,5,6,6,6,6,6,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,44617
9,5,4,4,4,4,4,3,4,4,2,4,3,4,4,4,6,6,6,6,6,6,6,6,6,5,5,6,4,4,4,3,4,4,4,5,6,6,6,6,5,5,6,6,5,5,2,3,3,6,6,6,6,6,6,6,6,6,5,5,6,1,AT,4,5,4,5,5,5,4,4,4,4,4,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,5,4,5,6,6,6,6,6,6,6,6,6,5,5,5,3,4,4,5,5,6,6,6,6,6,6,6,5,5,6,44834
10,2,4,5,2,3,3,5,6,6,4,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,3,5,6,6,5,5,4,6,6,6,6,6,6,5,5,6,2,3,1,4,4,5,6,6,6,6,6,6,5,6,6,1,SMG,2,2,3,4,4,5,2,4,4,1,3,3,5,5,6,6,6,6,6,6,6,6,6,6,4,5,5,2,2,4,6,6,6,6,4,6,6,6,6,6,6,6,5,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,5,6,44529
11,5,3,4,6,5,6,2,1,2,1,1,1,6,5,6,4,3,4,6,6,6,6,6,6,4,3,4,1,1,0,4,3,3,3,3,3,6,6,6,4,4,5,4,3,4,3,2,3,4,3,4,5,4,5,6,6,6,4,4,4,1,KJ,4,3,3,5,4,4,2,1,1,1,1,1,5,5,5,4,3,3,6,6,6,6,6,6,2,2,2,1,1,1,5,5,5,3,3,3,6,6,6,6,6,6,6,6,6,2,2,2,3,3,3,5,5,5,6,6,6,3,3,3,43806
12,4,5,4,4,5,4,6,5,3,5,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,3,4,6,6,6,6,6,6,6,6,6,5,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,1,ER,6,6,5,6,6,5,3,4,5,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,2,6,6,5,6,6,6,6,6,6,5,6,5,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,44808
13,2,2,1,2,2,3,2,2,1,1,1,0,4,3,2,6,5,4,6,6,6,6,6,6,5,5,5,2,2,2,2,2,1,2,3,1,5,4,4,5,4,5,1,1,0,1,1,0,3,3,1,5,4,3,6,6,5,3,1,2,1,MK,3,5,5,5,5,5,2,2,1,1,1,0,5,5,3,6,5,4,6,6,6,5,6,5,5,5,6,3,3,4,4,4,1,3,3,3,5,5,4,5,5,5,2,2,1,2,2,0,4,4,2,6,6,4,6,6,5,4,4,3,44472
14,3,2,1,2,1,0,3,2,1,2,1,0,4,3,4,5,5,5,6,6,6,6,6,6,6,3,2,5,3,1,5,4,4,6,4,6,6,5,6,6,5,4,5,3,2,3,2,1,4,3,5,6,5,6,6,6,6,5,3,4,1,HB,4,3,2,3,2,1,3,1,1,3,1,1,4,4,4,5,4,4,6,6,6,6,6,6,5,4,3,3,1,1,4,2,1,5,5,5,6,6,6,5,6,5,5,3,2,3,2,2,4,3,5,5,4,6,6,6,6,4,3,3,44556
15,4,6,2,3,1,0,5,4,4,4,6,6,6,4,5,6,5,5,6,4,5,5,5,5,6,6,5,5,6,2,5,3,4,4,4,4,6,5,4,5,6,5,5,3,4,4,4,5,5,5,6,6,4,5,6,3,6,6,4,3,1,LS,4,5,3,3,3,2,5,5,3,3,5,3,5,4,5,6,5,5,6,6,2,5,5,3,5,6,1,5,6,2,5,3,4,5,5,4,6,4,5,5,6,4,5,6,4,4,4,5,5,5,5,6,4,6,6,5,6,6,5,4,44196
16,4,4,2,3,3,1,2,1,1,4,4,2,4,4,2,4,4,3,6,6,6,6,6,6,4,4,2,5,4,3,5,5,3,4,3,2,5,5,5,2,2,2,4,3,2,4,2,1,4,2,1,5,3,2,6,4,2,4,3,2,1,GG,4,4,3,4,4,2,3,3,1,3,3,1,4,4,3,4,4,4,6,6,6,6,6,6,5,3,1,4,4,1,3,3,1,4,4,1,6,6,5,3,2,1,6,4,1,3,2,1,3,2,1,4,4,2,4,4,2,6,5,2,44565
17,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,5,5,5,5,5,5,6,4,6,6,4,6,5,5,5,,1,1,2,2,2,4,4,4,5,5,5,5,4,4,1,L.L,2,2,2,3,3,3,2,2,2,1,2,1,2,2,2,5,5,5,6,6,6,6,6,6,2,2,2,2,2,2,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,,,,2,2,2,5,5,5,5,5,5,4,4,4,44630
18,2,1,2,2,1,2,2,2,2,2,2,2,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,3,3,3,3,3,2,3,3,3,6,6,6,5,5,5,3,2,3,2,1,2,2,2,2,3,3,3,5,5,5,2,1,2,1,JL,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,4,4,4,3,3,3,3,3,3,6,6,6,5,5,5,3,3,3,2,1,2,2,2,2,3,3,3,5,5,5,2,2,2,43726
19,3,2,1,3,2,1,3,2,1,3,2,1,3,3,2,4,4,3,6,6,6,6,6,6,6,5,3,4,2,2,2,1,1,2,2,1,6,5,4,4,3,3,3,3,2,2,1,1,3,2,2,5,3,3,6,5,5,4,3,3,1,AP,4,3,2,2,1,1,4,3,3,1,1,1,5,5,4,5,5,4,6,6,6,6,6,6,5,5,5,4,3,2,5,3,2,5,4,4,6,6,6,5,5,4,4,4,3,3,3,3,4,4,4,6,6,6,6,6,6,4,4,4,44584
20,4,3,4,4,3,3,4,4,4,3,3,3,4,4,4,5,5,5,6,6,6,5,5,5,3,3,3,3,3,3,5,4,5,4,4,5,5,5,4,4,4,4,5,5,5,3,3,3,3,3,3,4,4,4,5,5,5,4,4,4,1,CC,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,6,6,6,5,5,5,3,3,3,3,2,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,3,4,4,5,5,6,5,5,6,43578
21,3,3,0,3,2,0,3,3,3,2,2,2,4,3,3,4,4,4,6,5,6,6,5,6,6,5,5,4,4,4,4,4,4,4,4,4,6,5,4,5,5,5,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,3,3,1,Amanda Ross ,3,6,3,4,6,4,5,6,4,3,6,3,2,4,2,4,4,5,6,4,6,6,6,5,6,6,5,5,3,3,5,5,3,4,4,3,6,6,5,4,5,6,4,4,5,3,3,4,4,4,4,5,6,6,5,5,6,5,6,6,43671
22,4,4,5,3,3,4,5,4,4,4,5,5,5,5,5,6,4,5,6,5,5,6,5,5,6,5,5,5,5,4,5,4,5,5,5,3,6,4,5,5,4,5,4,3,4,5,4,5,5,4,5,6,5,5,6,4,5,5,3,5,1,LS,4,5,3,4,2,1,4,4,2,3,5,4,5,4,5,6,5,4,6,4,4,6,5,5,4,6,5,5,6,5,5,6,5,5,5,5,6,4,5,5,6,4,5,5,4,5,4,5,5,5,5,6,5,5,6,5,6,5,6,5,44196
23,4,4,3,3,3,1,5,5,3,3,3,1,6,5,4,5,4,3,6,6,6,6,6,6,5,4,3,3,2,1,5,3,3,5,3,3,6,4,4,5,4,4,4,3,2,2,2,1,3,3,1,5,3,2,5,4,3,4,2,1,1,YT,2,5,2,1,3,1,2,3,1,1,3,1,3,3,1,3,3,2,6,6,5,6,5,5,2,3,2,1,3,1,2,3,2,2,3,1,5,4,2,5,4,3,2,3,2,0,2,0,1,2,1,2,3,2,4,3,2,2,3,1,44625
24,3,4,3,2,1,1,3,4,4,2,3,2,4,3,4,3,4,4,6,5,6,6,6,5,3,5,4,3,2,2,4,3,4,5,4,5,5,5,5,5,3,4,3,3,4,1,1,1,3,2,2,4,4,3,5,6,6,4,4,5,1,RY,3,2,2,3,2,2,3,3,2,3,2,2,5,4,4,4,4,3,5,4,5,5,4,5,3,2,3,3,2,2,4,3,3,5,4,5,4,4,5,6,5,4,4,3,3,3,1,1,4,2,2,5,4,4,6,5,6,4,4,4,43970
25,5,4,4,5,5,5,6,5,4,4,4,4,6,5,4,6,5,4,6,6,5,6,6,5,6,6,6,6,5,4,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,5,4,1,MJ,5,5,5,6,5,5,5,5,5,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,5,5,5,6,6,6,6,6,6,6,5,5,4,4,4,5,5,5,6,6,6,6,6,6,5,5,5,45011
26,4,2,1,3,1,,2,1,1,2,,,4,3,3,5,4,4,6,6,6,6,6,6,6,6,6,4,2,2,5,5,5,5,4,4,6,6,6,5,5,5,4,4,4,1,,,2,1,,3,4,4,5,5,5,4,3,2,1,LG,5,5,3,3,4,3,3,3,3,3,3,3,5,5,4,6,5,6,6,6,6,6,6,6,6,6,5,4,2,1,5,5,5,5,5,5,6,6,6,5,5,5,6,5,5,2,1,,2,2,2,5,5,5,6,6,6,4,4,4,44078
27,3,3,,4,5,0,5,2,1,4,4,1,6,5,3,4,4,4,6,5,4,6,5,4,6,5,1,4,4,4,5,2,3,5,1,1,5,5,5,4,4,3,3,2,1,4,3,2,5,3,2,6,6,6,6,6,6,6,6,6,1,VB,4,6,4,4,6,1,2,4,,6,6,,0,1,,6,6,,1,3,5,4,5,4,6,6,,4,6,0,6,4,2,6,4,3,6,3,6,5,3,2,5,2,2,3,2,1,5,5,5,5,5,5,6,6,6,6,4,3,45007
28,3,4,4,3,4,4,2,4,1,2,4,3,5,6,5,6,6,6,6,6,6,5,6,1,6,6,6,5,2,4,5,6,1,5,6,6,6,5,5,6,6,6,4,3,1,0,0,0,2,2,1,4,4,3,5,6,6,6,6,6,1,MC,2,3,3,2,2,2,1,1,1,1,1,1,5,5,5,6,6,6,6,6,6,6,6,3,5,5,5,3,1,1,4,4,4,4,4,5,5,5,5,5,5,5,3,3,1,0,0,0,2,2,4,4,4,6,5,5,6,5,5,6,44612
29,4,4,4,4,4,4,3,4,4,3,4,4,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,4,4,4,6,6,6,5,5,5,6,6,6,5,5,5,5,5,5,3,4,4,3,4,4,5,5,5,6,6,6,4,5,5,1,Jocelyn Jordan,4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,6,6,6,5,6,6,6,6,6,6,6,6,5,6,6,4,4,4,4,4,4,5,5,5,6,6,6,4,4,4,43874
30,3,4,1,3,2,1,3,4,2,3,3,1,4,5,3,5,4,3,6,5,3,6,5,5,5,5,4,4,3,1,3,3,2,3,2,2,5,4,2,5,5,4,4,5,3,2,1,0,3,3,2,4,4,4,5,5,5,4,4,3,1,S.D.,3,3,2,2,1,1,3,3,4,4,4,3,5,4,3,5,5,4,6,6,6,6,6,6,6,5,2,4,3,2,5,5,3,5,4,3,6,5,5,4,4,4,4,5,4,1,1,1,3,3,3,4,4,5,6,5,6,4,4,3,43848
31,2,5,3,5,3,4,6,5,3,5,5,3,6,6,5,6,5,3,6,6,4,6,5,6,6,6,5,3,4,1,4,3,3,5,4,5,6,5,5,3,5,4,1,0,0,2,2,1,3,3,4,6,5,6,6,6,6,4,5,2,1,JP,2,5,6,4,5,3,2,3,2,5,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,1,2,5,2,6,6,6,5,5,6,6,6,5,5,6,6,6,6,6,4,5,3,5,6,5,6,6,6,6,6,6,2,5,6,44590
32,3,5,4,2,2,2,4,3,3,2,2,2,5,5,5,5,4,5,6,5,6,6,6,6,5,3,3,2,1,1,4,3,4,5,3,4,6,5,5,4,3,4,5,5,4,2,3,1,3,2,2,4,3,2,5,4,4,3,2,1,1,MA,4,5,3,3,5,2,4,3,2,3,3,2,5,6,5,6,4,3,6,6,5,6,6,6,4,3,5,2,1,1,4,4,2,5,4,3,6,5,6,5,5,6,4,4,3,2,3,3,3,4,4,4,5,6,5,6,6,3,3,3,44728
33,4,5,3,2,2,2,5,5,3,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,3,3,3,5,5,5,5,5,,6,6,6,6,6,6,2,2,2,4,4,4,5,5,5,6,6,6,6,6,6,5,5,5,1,CK,3,3,3,2,2,2,2,2,2,2,2,2,6,6,6,4,4,4,6,6,6,6,6,6,3,3,3,2,2,2,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,43813
34,4,5,5,4,5,5,5,5,5,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,1,AW,2,3,3,3,3,3,3,3,3,2,2,2,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,2,2,2,4,4,4,6,6,6,6,6,6,6,6,6,44798
35,3,2,3,3,3,2,4,4,4,4,4,4,5,5,5,5,4,5,6,5,5,6,5,5,5,5,5,4,4,4,5,5,4,6,5,5,6,5,5,6,6,4,5,5,4,2,3,3,3,4,4,5,4,5,6,5,6,5,5,3,1,MPZ,5,5,3,5,6,2,4,4,2,5,5,2,5,5,5,5,5,2,6,5,4,6,5,4,5,5,5,4,4,3,5,5,3,5,5,4,6,5,4,6,6,3,4,5,3,3,2,3,4,4,4,5,5,4,6,5,4,5,5,4,44784
36,2,3,3,1,3,3,3,3,3,2,5,5,5,6,6,5,2,2,6,5,5,6,6,6,4,4,5,3,4,4,3,4,4,3,5,5,5,5,5,4,3,4,3,3,3,1,3,3,1,2,2,3,3,3,5,4,4,2,3,3,1,AP,2,3,3,2,2,2,3,3,3,2,2,2,3,2,2,3,3,3,6,6,6,6,6,6,5,5,5,2,2,3,3,3,4,2,2,3,4,3,4,2,3,3,2,3,3,1,1,1,2,2,2,2,2,2,4,4,4,3,3,3,44068
37,5,5,5,3,3,1,4,2,1,2,1,0,5,4,4,5,2,1,6,5,3,6,3,1,5,4,2,4,2,0,3,1,1,4,3,4,6,6,4,4,3,0,6,6,4,6,5,4,6,4,5,6,3,3,6,3,3,5,3,2,1,KA,3,4,4,4,5,5,2,2,1,3,2,1,5,5,3,5,5,5,6,5,6,6,6,6,3,4,3,3,1,1,5,6,5,5,5,5,5,5,4,4,5,4,5,4,3,4,5,5,6,5,6,6,4,6,6,4,6,4,4,4,44761
38,5,5,5,5,6,3,5,6,6,4,5,1,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,6,1,4,5,2,4,2,,5,6,6,6,6,6,,4,2,5,6,5,5,6,5,6,6,6,6,5,6,6,6,6,1,FM,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,4,6,0,6,6,0,6,6,6,5,6,6,6,6,6,6,6,6,5,6,2,5,6,3,6,6,6,6,6,6,6,6,6,44491
39,4,4,4,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,LJL,6,6,6,6,6,6,5,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,44544
40,5,5,0,4,4,1,5,2,1,5,4,1,6,2,2,5,2,2,6,2,6,6,3,6,6,0,3,4,1,1,5,1,1,4,1,1,6,3,4,5,2,4,4,0,3,2,0,3,3,0,3,3,0,3,5,1,4,5,2,3,1,CK,4,5,3,4,5,1,5,6,1,3,4,2,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,4,3,5,5,2,5,5,2,5,6,4,6,6,3,6,6,3,4,4,1,5,5,2,6,5,3,6,6,6,5,6,5,44559
41,3,3,2,4,2,1,5,3,3,4,3,2,6,6,5,6,6,5,6,6,6,6,6,6,6,6,5,5,3,2,4,5,3,3,2,2,6,6,5,6,6,5,6,5,5,2,2,2,3,3,3,5,5,5,6,6,6,5,4,3,1,JT,3,2,2,4,3,3,3,2,2,4,3,2,6,6,4,5,5,4,6,6,6,6,6,6,5,4,4,4,3,3,4,3,3,3,3,2,6,5,5,6,6,6,5,5,5,2,2,2,3,3,3,5,5,5,6,6,6,5,4,4,44106
42,5,6,5,3,3,3,6,6,6,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,6,1,6,6,4,6,6,6,6,6,1,XP JC TY JL EC ZW,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,2,4,2,6,3,3,6,3,3,2,6,6,2,6,6,5,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,0,0,1,0,0,1,0,0,1,0,0,1,6,1,43026
43,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,H,5,5,3,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,43743
44,4,3,1,2,0,0,3,2,2,2,1,2,4,3,1,5,4,4,6,5,5,6,5,5,5,5,5,2,1,1,3,1,1,3,2,3,5,3,3,4,2,2,4,3,3,2,0,0,3,1,1,4,2,5,5,2,5,4,3,4,1,EC,5,5,4,4,4,1,3,3,3,4,3,2,5,5,4,5,5,5,6,6,5,6,6,6,5,5,5,3,4,4,4,4,4,5,4,4,6,5,5,6,6,6,5,5,4,2,2,1,3,3,3,5,5,6,5,5,6,4,5,5,44447
45,3,3,3,1,,,3,2,2,4,3,3,5,4,4,6,4,4,6,6,6,6,6,6,5,5,5,4,2,2,5,4,4,5,4,4,6,5,5,6,5,5,4,3,3,2,2,2,2,2,2,5,5,5,6,5,5,5,5,5,1,DB,1,3,3,2,1,0,2,2,5,1,4,3,3,2,5,5,5,5,6,6,6,6,6,6,5,5,5,4,6,3,4,2,3,4,4,4,5,4,5,4,6,3,4,3,3,1,1,1,2,2,2,4,3,5,5,4,6,2,4,1,44497
46,2,2,5,5,3,3,6,6,6,6,6,3,6,3,6,6,6,6,6,6,6,6,6,6,6,6,3,5,3,3,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,4,2,4,1,TH,6,6,4,6,6,3,6,6,3,6,6,1,6,4,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,3,3,6,1,6,6,2,6,6,6,6,6,1,6,6,6,2,6,0,5,6,6,6,6,6,6,6,6,6,6,1,44579
47,4,5,5,3,4,3,5,4,4,5,4,3,5,5,4,6,6,4,6,6,6,6,6,6,6,6,5,5,5,5,5,4,3,5,4,3,6,5,4,5,5,4,5,4,3,5,5,2,5,5,3,6,6,2,6,5,0,6,5,3,1,ST,5,6,6,3,5,2,6,5,6,4,5,4,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,5,6,6,5,5,4,5,6,6,6,5,6,5,6,5,5,6,4,3,4,2,4,5,4,5,4,4,6,4,4,5,4,5,44509
48,3,3,5,2,2,1,5,5,5,4,3,4,6,5,6,6,5,6,6,5,6,5,5,4,5,5,5,3,2,2,3,3,4,5,4,5,5,4,3,5,4,4,5,4,4,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,1,SR,4,4,4,1,1,1,1,1,1,2,2,1,3,3,3,3,3,2,6,6,5,5,4,4,4,3,3,3,3,2,3,3,3,4,3,3,5,4,3,5,5,3,5,5,3,1,1,1,2,2,1,3,3,2,4,3,3,2,2,1,43797
49,6,6,5,5,3,3,6,5,6,5,5,5,6,6,6,6,6,5,6,6,5,6,6,5,6,6,5,5,5,4,5,5,4,6,6,6,6,6,5,6,6,6,6,6,6,1,1,1,2,2,3,5,5,4,6,6,3,6,6,5,1,KW,4,5,2,5,5,1,5,5,3,3,3,4,5,6,5,5,6,4,6,6,6,6,6,6,5,5,4,4,4,4,5,5,3,5,5,3,6,6,5,6,6,5,6,6,5,2,2,2,2,2,2,3,3,3,5,5,5,6,6,6,43884
50,5,5,4,3,4,2,5,4,3,4,5,3,6,6,5,6,6,5,6,6,6,5,6,6,5,5,4,3,2,1,3,2,3,3,2,4,6,6,5,5,4,4,3,2,3,3,3,1,4,4,3,5,4,6,6,6,5,4,3,3,1,KR,5,4,5,4,4,2,4,3,3,4,3,4,5,5,4,6,5,5,5,5,6,6,5,5,5,5,6,3,2,3,5,4,5,6,5,6,5,6,5,5,4,4,4,5,5,3,2,2,4,4,4,6,5,5,6,6,6,6,5,5,43900
51,3,4,3,2,3,2,4,5,4,3,3,2,5,5,5,6,6,5,6,6,6,6,6,6,5,5,4,3,3,2,5,5,3,5,5,5,6,6,5,4,5,4,4,4,3,2,3,2,3,4,4,5,5,5,6,6,6,4,5,4,1,AM,3,4,4,3,3,2,4,5,4,3,3,2,5,5,5,5,6,5,6,6,6,6,6,6,5,5,5,3,3,2,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5,2,3,2,4,4,3,5,6,5,6,6,6,5,6,5,44842
52,5,5,4,5,5,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,6,6,6,6,6,6,4,5,5,4,6,6,4,6,6,4,6,6,6,6,6,6,6,6,6,5,5,4,6,6,4,6,6,4,6,6,4,6,6,4,1,Siyi Ping,5,5,4,5,5,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,6,6,6,6,6,6,4,6,6,4,6,6,4,6,6,4,6,6,6,6,6,6,6,6,5,5,5,4,6,6,4,6,6,4,6,6,4,6,6,5,43893
